0000000000008bf16cfa743e36af125add7a1d5a37ff47445691fafd8a1cd4cb,1303638458
0000000000009c4473610e767aaf55926aeecda4e8d96067a0b8bc9a8fb37395,1303709382
00000000000026d9d655618b4c4b4aeb1ed22aff77b7120a8b7e009ed13c99a9,1303515224
0000000000000e07595fca57b37fea8522e95e0f6891779cfd34d7e537524471,1303687201
00000000000064ac7c1b57c1d3b4fd3a3aeb2f26c96c2dde853eef230a271048,1303670034
00000000000005a9b393879287bb105d5e58080ee702ed20118ff0f0658a2aa4,1303641376
00000000000069cf03c847d7d1d58b44474021b31dc65a8e83fd3a08e60a768c,1303671399
0000000000000ca0fe4b84c237b3aef64438ee217efa856112a0fea54d82f665,1303684191
00000000000035e64eb55a56c7705129616f032dbed98bd0dd379f523d203d0f,1303653470
00000000000095dfc3345cb3c75a7e2f29181246efa8ef2eaadc4240b4b3440b,1303710284
00000000000037ae72ce5ee5741d3381c18d4d2aaefd4dcbd1b91fc01453bd77,1303520229
0000000000007d1bdd2cfd23ffb3c2bae3143772bd6577aecae9c6b29f88c2af,1303694216
0000000000004169ead027388f8c0b2bf5e084c4a08b9ddf9b046e3abd2d82de,1303680339
0000000000005371d863367e3eef693fb005ba26cbac76a6589199605c08ce74,1303641563
0000000000000048b067e05e286c706aa210fee0a518693edfa988bd883df861,1303672716
0000000000002b03636ec9957cc63daccf5d72042dd03bb1a3bf207a949d325e,1303686552
000000000000247e5eb5a8b3a0a92d4e5ba9859822671b225745b1d7be14a302,1303657553
000000000000b432a2eb9292125f0345d81056b1b373841d8898b98479ea5bf1,1303713572
00000000000029ec5a5d3e10b0ef7609140f626ed10373fa0e7ab06e3f579321,1303700113
0000000000009bb8a4a594cb5348d8dab5f507d0849a86f321c9147604fa24ef,1303689804
00000000000052eff0a3bae4f0b811956b4573ca11b21a030649f619fbb2fdb6,1303645455
0000000000005441091fdd0391024dd92f5b806d0bb49bf5cc5a06a44bb504fc,1303674427
00000000000039c58815c3cb356a6cd84b9674dc4afcc26e8a456c8ea4bcbed8,1303688194
00000000000000f6a826df6779db2f9f9340e9c1cf7140bceda743b7c090e128,1303661870
0000000000000df840c71e8f33fbda03cb30f762416daa69f1437f35cab5d298,1303717793
0000000000002ad3687bf75bb6898b310e63d0a5da9499cbec67d0389ee9d285,1303700510
000000000000ae07e7fd002daf18ec0d14b38d74d6e9c872ef9ce256931625f9,1303690606
0000000000004a1b10d8225158c2f0b535472ce1fdfe532a02d153ec7fbfc82f,1303677976
0000000000005bbca50bb5d981433363a150bf0645de7bdc1ae3ab1f13e61c4e,1303674790
00000000000060d3b18a2818a93ae1d4bb1e1a8c73266b157958dcd2b6d3af87,1303693096
0000000000000208f44ba18047fddd3aeaed7faf28bd5493609596f9e2a8e1cd,1303667124
0000000000007904218f843ca0a26d30d5cebb8adc70c9ad0925d1f576344ef5,1303717926
000000000000280e8b102c2a71efb35ee004cd560234cad5b6e8bbb380b94f9d,1303700826
000000000000a4d5557449a3d1cab4752cce31c54c6b2b683fc1538bfb8264c5,1303690661
0000000000002d0895991acb2dd24b44a82347680f800ee3c7163292f776be5b,1303681396
000000000000303b21f14a434104c251db9390fe17c30889ab7f8ec05e16fc8f,1303675582
0000000000006884c6f2a6b56a6024d10c2f7cd9d52a7a58537826c39aa9a7ae,1303694326
0000000000001a86c6e9a3bcf7fd86b054879fc31345ec032b6495fecbc7ab9b,1303671395
000000000000523b75dbe2b4d9b4d92dccc5b6f58c4a871604ed5a70b313da86,1303719256
0000000000006710e1c8640b93b56080401b5aae036d33db14957cbab51d7954,1303711610
000000000000a6dade9423c6cebb7222fb3155e28e5600b35b6f54cd8a1228f5,1303691290
0000000000004e279b213f2aa0472655f713fa1639680025809fbae24700a534,1303696543
00000000000090c5154dfca009bef8b4d70fa63045e61df9d08990a3c9fcb574,1303676697
0000000000000715e9076bcb7a1ee2f8225c871e0b3e632a8050d4da298b3b3e,1303694369
000000000000003be0584aeb735559daeeca0a23829ee52ac4047ad7f8b650cc,1303673319
0000000000002125706ab0b4b3362831088e5b9c83f1a1e8029977ba1cebc727,1303720047
0000000000001c49a2450bd5ce245942a52bc9caf368b8d36ec648d11f6745bc,1303711629
000000000000b2847f688808836c3905fab245cf8081befb11d1422ad59be780,1303692386
000000000000b1c654962fd16b0bff60c3b059de7de39dfb2d8f4a13e916cf3a,1303721902
0000000000002aa8e0124afd53f561670b1cd047e7fb34e1fa11d3b157cb5c5d,1303677138
0000000000006b5b5d927e6869e351eed2231b95ec1d43929711bb5e61b8d50e,1303697574
000000000000495613ea0367f6c34c8d1765e667be84480d29ebebe750cf545c,1303706703
000000000000226b8cb3a54fd8ca8f01b98542f37d12a2380cd7e14ce722e89d,1303722862
0000000000007be3bbeb269312edb8b1e195b53aac1fbe99c57a91cedd7fa20e,1303713177
00000000000083c79bbeb8ac27eb55b8740c3075dfb4da1759baee78d3c5614c,1303692960
0000000000009f5ac3827a4fa588adf106c32171161ce39943eaa5aff731b849,1303722670
0000000000006a372f31a7eb4873fd8539c0ef11d836dcf8192d72f3676e979c,1303682187
0000000000005f3be4a84ba923ade15dda4ca10f7e13bd134cf989773efe1313,1303699682
00000000000009fc8e06125ef94a5bee3de9889edbcd7b3fe4950d8c37924558,1303706920
000000000000a3535b6d5a97f97fb015af34c2e8f50cff3f972ef1a4ccdb8774,1303729484
0000000000007a66b7c251f1f04184297e7055136f9daf9e1f1bc2f37bfd3420,1303713758
0000000000008bf8dff3bfa894ecc1825c72855720e3fc3d0ddf6a6a8d965f37,1303695208
0000000000001dd5486e63e10fe273acd251a9766a92ef3cdb8b3946fbe66a36,1303725713
0000000000007ba4bde6be436428cd4ec21495012d9d5c4bc0b686a0d7c50870,1303683900
00000000000056e5a6326bd000dabfeb6a3710f4602f68d4a77580330d5777f3,1303699902
00000000000043d6bd81c2e7f1b76c67e21cc6696a96766501af8e371b7f8bef,1303707420
00000000000059e830b40ed53789ebca130fcce6e7a48f1c2d1cdccd9076b4a8,1303731440
0000000000009cc03e9b033928de6b61a43035084448d0f2b0966bb83f761908,1303715033
00000000000098fd47d85d5bd74045d05839c29b8a84950fc38437ce926dc3b4,1303716317
0000000000005fe9451206048307f91498677b24f58107989c02dcff23d6894d,1303726043
000000000000336241b6db92e2fc4bc5369451e87f6a595969a9d6aaf81acae7,1303685683
0000000000007dc4eeffa4285615ad755eb73ca58ddce67158deb6df3c16a141,1303700931
00000000000035efb55f4a52a38dc3cc7adf24a61c28ffb83cd173c5348ecf64,1303707818
000000000000106311cf2fa5546b98d5e77185f1d28077c3bb63fc958b5f2497,1303731856
